deck_archetype,format,opponent_archetype,total_matches,wins,losses,ties,win_rate
Mega Venusaur,ASC Standard 2025,Flareon Noctowl,18,5,12,1,0.2777777777777778
Mega Venusaur,ASC Standard 2025,Cynthia's Garchomp,17,14,3,0,0.8235294117647058
Mega Venusaur,ASC Standard 2025,Tera Box,17,11,6,0,0.6470588235294118
Mega Venusaur,ASC Standard 2025,Iron Hands Magneton,12,6,6,0,0.5
Kangaskhan Bouffalant,ASC Standard 2025,Dragapult Dusknoir,219,128,82,9,0.5844748858447488
Kangaskhan Bouffalant,ASC Standard 2025,N's Zoroark,100,52,45,3,0.52
Kangaskhan Bouffalant,ASC Standard 2025,Mega Absol Box,93,54,35,4,0.5806451612903226
Kangaskhan Bouffalant,ASC Standard 2025,Grimmsnarl Froslass,83,45,34,4,0.5421686746987951
Kangaskhan Bouffalant,ASC Standard 2025,Gholdengo Lunatone,80,42,36,2,0.525
Kangaskhan Bouffalant,ASC Standard 2025,Raging Bolt Ogerpon,67,25,41,1,0.373134328358209
Kangaskhan Bouffalant,ASC Standard 2025,Gardevoir Jellicent,62,31,25,6,0.5
Kangaskhan Bouffalant,ASC Standard 2025,Gardevoir,60,31,28,1,0.5166666666666667
Kangaskhan Bouffalant,ASC Standard 2025,Alakazam Dudunsparce,54,16,37,1,0.2962962962962963
Kangaskhan Bouffalant,ASC Standard 2025,Dragapult Charizard,53,25,24,4,0.4716981132075472
Kangaskhan Bouffalant,ASC Standard 2025,Froslass Munkidori,51,30,20,1,0.5882352941176471
Kangaskhan Bouffalant,ASC Standard 2025,Charizard Noctowl,50,26,22,2,0.52
Kangaskhan Bouffalant,ASC Standard 2025,Lucario Hariyama,48,10,38,0,0.20833333333333334
Kangaskhan Bouffalant,ASC Standard 2025,Joltik Box,30,24,6,0,0.8
Kangaskhan Bouffalant,ASC Standard 2025,Kangaskhan Bouffalant,30,14,14,2,0.4666666666666667
Kangaskhan Bouffalant,ASC Standard 2025,Charizard Pidgeot,29,20,9,0,0.6896551724137931
Kangaskhan Bouffalant,ASC Standard 2025,Mega Venusaur,29,11,18,0,0.3793103448275862
Kangaskhan Bouffalant,ASC Standard 2025,Greninja,29,9,20,0,0.3103448275862069
Kangaskhan Bouffalant,ASC Standard 2025,Festival Lead,28,24,4,0,0.8571428571428571
Kangaskhan Bouffalant,ASC Standard 2025,Rocket's Mewtwo,28,21,6,1,0.75
Kangaskhan Bouffalant,ASC Standard 2025,Rocket's Honchkrow,24,12,12,0,0.5
Kangaskhan Bouffalant,ASC Standard 2025,Ceruledge,23,14,8,1,0.6086956521739131
Kangaskhan Bouffalant,ASC Standard 2025,Ogerpon Meganium,19,6,11,2,0.3157894736842105
Kangaskhan Bouffalant,ASC Standard 2025,Flareon Noctowl,18,9,9,0,0.5
Kangaskhan Bouffalant,ASC Standard 2025,Tera Box,16,8,7,1,0.5
Kangaskhan Bouffalant,ASC Standard 2025,Dragonite Eelektrik,15,11,4,0,0.7333333333333333
Kangaskhan Bouffalant,ASC Standard 2025,Crustle,15,6,8,1,0.4
Kangaskhan Bouffalant,ASC Standard 2025,Iron Hands Magneton,11,9,2,0,0.8181818181818182
Kangaskhan Bouffalant,ASC Standard 2025,Cynthia's Garchomp,9,2,7,0,0.2222222222222222
Rocket's Mewtwo,ASC Standard 2025,Dragapult Dusknoir,220,107,109,4,0.4863636363636364
Rocket's Mewtwo,ASC Standard 2025,N's Zoroark,108,70,37,1,0.6481481481481481
Rocket's Mewtwo,ASC Standard 2025,Grimmsnarl Froslass,87,29,56,2,0.3333333333333333
Rocket's Mewtwo,ASC Standard 2025,Mega Absol Box,69,37,31,1,0.5362318840579711
Rocket's Mewtwo,ASC Standard 2025,Alakazam Dudunsparce,65,52,13,0,0.8
Rocket's Mewtwo,ASC Standard 2025,Gholdengo Lunatone,64,18,46,0,0.28125
Rocket's Mewtwo,ASC Standard 2025,Lucario Hariyama,56,38,18,0,0.6785714285714286
Rocket's Mewtwo,ASC Standard 2025,Raging Bolt Ogerpon,41,15,26,0,0.36585365853658536
Rocket's Mewtwo,ASC Standard 2025,Mega Venusaur,40,24,16,0,0.6
Rocket's Mewtwo,ASC Standard 2025,Rocket's Honchkrow,40,15,25,0,0.375
Rocket's Mewtwo,ASC Standard 2025,Gardevoir,40,6,31,3,0.15
Rocket's Mewtwo,ASC Standard 2025,Charizard Noctowl,38,13,24,1,0.34210526315789475
Rocket's Mewtwo,ASC Standard 2025,Gardevoir Jellicent,37,13,24,0,0.35135135135135137
Rocket's Mewtwo,ASC Standard 2025,Froslass Munkidori,35,10,25,0,0.2857142857142857
Rocket's Mewtwo,ASC Standard 2025,Festival Lead,31,9,22,0,0.2903225806451613
Rocket's Mewtwo,ASC Standard 2025,Dragapult Charizard,30,15,13,2,0.5
Rocket's Mewtwo,ASC Standard 2025,Ceruledge,29,13,16,0,0.4482758620689655
Rocket's Mewtwo,ASC Standard 2025,Charizard Pidgeot,28,12,16,0,0.42857142857142855
Rocket's Mewtwo,ASC Standard 2025,Kangaskhan Bouffalant,28,6,21,1,0.21428571428571427
Rocket's Mewtwo,ASC Standard 2025,Cynthia's Garchomp,26,19,6,1,0.7307692307692307
Rocket's Mewtwo,ASC Standard 2025,Rocket's Mewtwo,26,12,12,2,0.46153846153846156
Rocket's Mewtwo,ASC Standard 2025,Ogerpon Meganium,26,10,16,0,0.38461538461538464
Rocket's Mewtwo,ASC Standard 2025,Joltik Box,22,10,12,0,0.45454545454545453
Rocket's Mewtwo,ASC Standard 2025,Tera Box,21,11,10,0,0.5238095238095238
Rocket's Mewtwo,ASC Standard 2025,Greninja,18,9,9,0,0.5
Rocket's Mewtwo,ASC Standard 2025,Flareon Noctowl,14,7,7,0,0.5
Rocket's Mewtwo,ASC Standard 2025,Crustle,10,6,3,1,0.6
Rocket's Mewtwo,ASC Standard 2025,Dragonite Eelektrik,8,5,3,0,0.625
Rocket's Mewtwo,ASC Standard 2025,Iron Hands Magneton,8,2,6,0,0.25
Rocket's Honchkrow,ASC Standard 2025,Dragapult Dusknoir,246,92,152,2,0.37398373983739835
Rocket's Honchkrow,ASC Standard 2025,N's Zoroark,114,58,56,0,0.5087719298245614
Rocket's Honchkrow,ASC Standard 2025,Grimmsnarl Froslass,104,50,54,0,0.4807692307692308
Rocket's Honchkrow,ASC Standard 2025,Mega Absol Box,87,40,46,1,0.45977011494252873
Rocket's Honchkrow,ASC Standard 2025,Gholdengo Lunatone,79,47,31,1,0.5949367088607594
Rocket's Honchkrow,ASC Standard 2025,Froslass Munkidori,76,39,36,1,0.5131578947368421
Rocket's Honchkrow,ASC Standard 2025,Gardevoir,52,21,30,1,0.40384615384615385
Rocket's Honchkrow,ASC Standard 2025,Lucario Hariyama,50,27,23,0,0.54
Rocket's Honchkrow,ASC Standard 2025,Alakazam Dudunsparce,47,32,12,3,0.6808510638297872
Rocket's Honchkrow,ASC Standard 2025,Rocket's Honchkrow,46,23,23,0,0.5
Rocket's Honchkrow,ASC Standard 2025,Festival Lead,41,9,32,0,0.21951219512195122
Rocket's Honchkrow,ASC Standard 2025,Rocket's Mewtwo,40,25,15,0,0.625
Rocket's Honchkrow,ASC Standard 2025,Raging Bolt Ogerpon,37,20,17,0,0.5405405405405406
Rocket's Honchkrow,ASC Standard 2025,Joltik Box,37,18,18,1,0.4864864864864865
Rocket's Honchkrow,ASC Standard 2025,Mega Venusaur,34,18,16,0,0.5294117647058824
Rocket's Honchkrow,ASC Standard 2025,Dragapult Charizard,34,14,20,0,0.4117647058823529
Rocket's Honchkrow,ASC Standard 2025,Charizard Noctowl,34,13,21,0,0.38235294117647056
Rocket's Honchkrow,ASC Standard 2025,Tera Box,32,19,13,0,0.59375
Rocket's Honchkrow,ASC Standard 2025,Gardevoir Jellicent,29,11,16,2,0.3793103448275862
Rocket's Honchkrow,ASC Standard 2025,Flareon Noctowl,26,16,9,1,0.6153846153846154
Rocket's Honchkrow,ASC Standard 2025,Kangaskhan Bouffalant,24,12,12,0,0.5
Rocket's Honchkrow,ASC Standard 2025,Charizard Pidgeot,24,11,13,0,0.4583333333333333
Rocket's Honchkrow,ASC Standard 2025,Dragonite Eelektrik,23,12,11,0,0.5217391304347826
Rocket's Honchkrow,ASC Standard 2025,Greninja,23,5,18,0,0.21739130434782608
Rocket's Honchkrow,ASC Standard 2025,Ceruledge,21,16,5,0,0.7619047619047619
Rocket's Honchkrow,ASC Standard 2025,Ogerpon Meganium,21,13,7,1,0.6190476190476191
Rocket's Honchkrow,ASC Standard 2025,Cynthia's Garchomp,21,9,12,0,0.42857142857142855
Rocket's Honchkrow,ASC Standard 2025,Crustle,13,12,1,0,0.9230769230769231
Rocket's Honchkrow,ASC Standard 2025,Iron Hands Magneton,10,5,5,0,0.5
Charizard Pidgeot,ASC Standard 2025,Dragapult Dusknoir,236,99,128,9,0.4194915254237288
Charizard Pidgeot,ASC Standard 2025,Grimmsnarl Froslass,113,44,63,6,0.3893805309734513
Charizard Pidgeot,ASC Standard 2025,N's Zoroark,97,49,45,3,0.5051546391752577
Charizard Pidgeot,ASC Standard 2025,Mega Absol Box,85,44,39,2,0.5176470588235295
Charizard Pidgeot,ASC Standard 2025,Gardevoir,73,37,32,4,0.5068493150684932
Charizard Pidgeot,ASC Standard 2025,Gholdengo Lunatone,69,32,34,3,0.463768115942029
Charizard Pidgeot,ASC Standard 2025,Alakazam Dudunsparce,65,30,34,1,0.46153846153846156
Charizard Pidgeot,ASC Standard 2025,Raging Bolt Ogerpon,57,37,20,0,0.6491228070175439
Charizard Pidgeot,ASC Standard 2025,Charizard Noctowl,57,21,31,5,0.3684210526315789
Charizard Pidgeot,ASC Standard 2025,Gardevoir Jellicent,56,32,23,1,0.5714285714285714
Charizard Pidgeot,ASC Standard 2025,Dragapult Charizard,54,26,25,3,0.48148148148148145
Charizard Pidgeot,ASC Standard 2025,Lucario Hariyama,49,25,23,1,0.5102040816326531
Charizard Pidgeot,ASC Standard 2025,Froslass Munkidori,48,15,33,0,0.3125
Charizard Pidgeot,ASC Standard 2025,Festival Lead,33,15,18,0,0.45454545454545453
Charizard Pidgeot,ASC Standard 2025,Greninja,32,16,16,0,0.5
Charizard Pidgeot,ASC Standard 2025,Ceruledge,32,16,10,6,0.5
Charizard Pidgeot,ASC Standard 2025,Charizard Pidgeot,32,15,15,2,0.46875
Charizard Pidgeot,ASC Standard 2025,Joltik Box,30,11,18,1,0.36666666666666664
Charizard Pidgeot,ASC Standard 2025,Kangaskhan Bouffalant,29,9,20,0,0.3103448275862069
Charizard Pidgeot,ASC Standard 2025,Rocket's Mewtwo,28,16,12,0,0.5714285714285714
Charizard Pidgeot,ASC Standard 2025,Tera Box,27,13,14,0,0.48148148148148145
Charizard Pidgeot,ASC Standard 2025,Flareon Noctowl,24,16,6,2,0.6666666666666666
Charizard Pidgeot,ASC Standard 2025,Rocket's Honchkrow,24,13,11,0,0.5416666666666666
Charizard Pidgeot,ASC Standard 2025,Mega Venusaur,21,11,9,1,0.5238095238095238
Charizard Pidgeot,ASC Standard 2025,Ogerpon Meganium,19,12,7,0,0.631578947368421
Charizard Pidgeot,ASC Standard 2025,Crustle,19,9,7,3,0.47368421052631576
Charizard Pidgeot,ASC Standard 2025,Cynthia's Garchomp,19,8,11,0,0.42105263157894735
Charizard Pidgeot,ASC Standard 2025,Dragonite Eelektrik,15,8,7,0,0.5333333333333333
Charizard Pidgeot,ASC Standard 2025,Iron Hands Magneton,9,8,1,0,0.8888888888888888
Festival Lead,ASC Standard 2025,Dragapult Dusknoir,199,52,146,1,0.2613065326633166
Festival Lead,ASC Standard 2025,N's Zoroark,111,69,41,1,0.6216216216216216
Festival Lead,ASC Standard 2025,Mega Absol Box,89,45,43,1,0.5056179775280899
Festival Lead,ASC Standard 2025,Grimmsnarl Froslass,88,42,44,2,0.4772727272727273
Festival Lead,ASC Standard 2025,Gholdengo Lunatone,71,36,34,1,0.5070422535211268
Festival Lead,ASC Standard 2025,Alakazam Dudunsparce,67,36,31,0,0.5373134328358209
Festival Lead,ASC Standard 2025,Gardevoir,58,23,34,1,0.39655172413793105
Festival Lead,ASC Standard 2025,Froslass Munkidori,58,20,38,0,0.3448275862068966
Festival Lead,ASC Standard 2025,Raging Bolt Ogerpon,54,27,27,0,0.5
Festival Lead,ASC Standard 2025,Festival Lead,50,24,24,2,0.48
Festival Lead,ASC Standard 2025,Lucario Hariyama,46,27,18,1,0.5869565217391305
Festival Lead,ASC Standard 2025,Gardevoir Jellicent,45,16,28,1,0.35555555555555557
Festival Lead,ASC Standard 2025,Rocket's Honchkrow,41,32,9,0,0.7804878048780488
Festival Lead,ASC Standard 2025,Mega Venusaur,38,22,16,0,0.5789473684210527
Festival Lead,ASC Standard 2025,Charizard Noctowl,34,19,14,1,0.5588235294117647
Festival Lead,ASC Standard 2025,Greninja,34,15,19,0,0.4411764705882353
Festival Lead,ASC Standard 2025,Charizard Pidgeot,33,18,15,0,0.5454545454545454
Festival Lead,ASC Standard 2025,Rocket's Mewtwo,31,22,9,0,0.7096774193548387
Festival Lead,ASC Standard 2025,Dragapult Charizard,31,13,17,1,0.41935483870967744
Festival Lead,ASC Standard 2025,Flareon Noctowl,29,19,10,0,0.6551724137931034
Festival Lead,ASC Standard 2025,Kangaskhan Bouffalant,28,4,24,0,0.14285714285714285
Festival Lead,ASC Standard 2025,Joltik Box,24,15,9,0,0.625
Festival Lead,ASC Standard 2025,Ceruledge,22,17,5,0,0.7727272727272727
Festival Lead,ASC Standard 2025,Crustle,18,15,3,0,0.8333333333333334
Festival Lead,ASC Standard 2025,Tera Box,17,11,6,0,0.6470588235294118
Festival Lead,ASC Standard 2025,Ogerpon Meganium,17,7,10,0,0.4117647058823529
Festival Lead,ASC Standard 2025,Cynthia's Garchomp,15,14,1,0,0.9333333333333333
Festival Lead,ASC Standard 2025,Dragonite Eelektrik,15,9,6,0,0.6
Festival Lead,ASC Standard 2025,Iron Hands Magneton,9,5,4,0,0.5555555555555556
Dragapult Charizard,ASC Standard 2025,Dragapult Dusknoir,301,146,143,12,0.4850498338870432
Dragapult Charizard,ASC Standard 2025,Grimmsnarl Froslass,148,46,94,8,0.3108108108108108
Dragapult Charizard,ASC Standard 2025,N's Zoroark,137,79,58,0,0.5766423357664233
Dragapult Charizard,ASC Standard 2025,Mega Absol Box,137,68,64,5,0.49635036496350365
Dragapult Charizard,ASC Standard 2025,Gholdengo Lunatone,104,46,53,5,0.4423076923076923
Dragapult Charizard,ASC Standard 2025,Gardevoir,83,40,40,3,0.4819277108433735
Dragapult Charizard,ASC Standard 2025,Alakazam Dudunsparce,82,48,32,2,0.5853658536585366
Dragapult Charizard,ASC Standard 2025,Froslass Munkidori,73,33,40,0,0.4520547945205479
Dragapult Charizard,ASC Standard 2025,Dragapult Charizard,66,33,33,0,0.5
Dragapult Charizard,ASC Standard 2025,Raging Bolt Ogerpon,63,31,31,1,0.49206349206349204
Dragapult Charizard,ASC Standard 2025,Charizard Noctowl,59,23,31,5,0.3898305084745763
Dragapult Charizard,ASC Standard 2025,Charizard Pidgeot,54,25,26,3,0.46296296296296297
Dragapult Charizard,ASC Standard 2025,Kangaskhan Bouffalant,53,24,25,4,0.4528301886792453
Dragapult Charizard,ASC Standard 2025,Gardevoir Jellicent,52,25,24,3,0.4807692307692308
Dragapult Charizard,ASC Standard 2025,Ceruledge,41,21,19,1,0.5121951219512195
Dragapult Charizard,ASC Standard 2025,Joltik Box,38,22,16,0,0.5789473684210527
Dragapult Charizard,ASC Standard 2025,Greninja,38,13,25,0,0.34210526315789475
Dragapult Charizard,ASC Standard 2025,Lucario Hariyama,37,25,11,1,0.6756756756756757
Dragapult Charizard,ASC Standard 2025,Rocket's Honchkrow,34,20,14,0,0.5882352941176471
Dragapult Charizard,ASC Standard 2025,Flareon Noctowl,34,19,14,1,0.5588235294117647
Dragapult Charizard,ASC Standard 2025,Mega Venusaur,33,18,15,0,0.5454545454545454
Dragapult Charizard,ASC Standard 2025,Tera Box,31,19,11,1,0.6129032258064516
Dragapult Charizard,ASC Standard 2025,Festival Lead,31,17,13,1,0.5483870967741935
Dragapult Charizard,ASC Standard 2025,Rocket's Mewtwo,30,13,15,2,0.43333333333333335
Dragapult Charizard,ASC Standard 2025,Crustle,26,8,16,2,0.3076923076923077
Dragapult Charizard,ASC Standard 2025,Cynthia's Garchomp,20,9,9,2,0.45
Dragapult Charizard,ASC Standard 2025,Ogerpon Meganium,11,8,3,0,0.7272727272727273
Dragapult Charizard,ASC Standard 2025,Dragonite Eelektrik,9,5,4,0,0.5555555555555556
Dragapult Charizard,ASC Standard 2025,Iron Hands Magneton,8,5,2,1,0.625
Charizard Noctowl,ASC Standard 2025,Dragapult Dusknoir,318,100,211,7,0.31446540880503143
Charizard Noctowl,ASC Standard 2025,N's Zoroark,135,65,66,4,0.48148148148148145
Charizard Noctowl,ASC Standard 2025,Grimmsnarl Froslass,131,52,76,3,0.3969465648854962
Charizard Noctowl,ASC Standard 2025,Mega Absol Box,119,56,59,4,0.47058823529411764
Charizard Noctowl,ASC Standard 2025,Gholdengo Lunatone,106,58,46,2,0.5471698113207547
Charizard Noctowl,ASC Standard 2025,Alakazam Dudunsparce,86,47,36,3,0.5465116279069767
Charizard Noctowl,ASC Standard 2025,Raging Bolt Ogerpon,78,47,30,1,0.6025641025641025
Charizard Noctowl,ASC Standard 2025,Gardevoir,73,41,29,3,0.5616438356164384
Charizard Noctowl,ASC Standard 2025,Gardevoir Jellicent,68,35,29,4,0.5147058823529411
Charizard Noctowl,ASC Standard 2025,Charizard Noctowl,66,30,30,6,0.45454545454545453
Charizard Noctowl,ASC Standard 2025,Dragapult Charizard,59,31,23,5,0.5254237288135594
Charizard Noctowl,ASC Standard 2025,Charizard Pidgeot,57,31,21,5,0.543859649122807
Charizard Noctowl,ASC Standard 2025,Froslass Munkidori,54,30,23,1,0.5555555555555556
Charizard Noctowl,ASC Standard 2025,Lucario Hariyama,50,25,23,2,0.5
Charizard Noctowl,ASC Standard 2025,Kangaskhan Bouffalant,50,22,26,2,0.44
Charizard Noctowl,ASC Standard 2025,Mega Venusaur,41,21,20,0,0.5121951219512195
Charizard Noctowl,ASC Standard 2025,Rocket's Mewtwo,38,24,13,1,0.631578947368421
Charizard Noctowl,ASC Standard 2025,Greninja,35,21,13,1,0.6
Charizard Noctowl,ASC Standard 2025,Rocket's Honchkrow,34,21,13,0,0.6176470588235294
Charizard Noctowl,ASC Standard 2025,Festival Lead,34,14,19,1,0.4117647058823529
Charizard Noctowl,ASC Standard 2025,Tera Box,29,17,12,0,0.5862068965517241
Charizard Noctowl,ASC Standard 2025,Ceruledge,26,17,7,2,0.6538461538461539
Charizard Noctowl,ASC Standard 2025,Flareon Noctowl,25,15,9,1,0.6
Charizard Noctowl,ASC Standard 2025,Joltik Box,25,12,12,1,0.48
Charizard Noctowl,ASC Standard 2025,Crustle,25,12,12,1,0.48
Charizard Noctowl,ASC Standard 2025,Cynthia's Garchomp,19,14,5,0,0.7368421052631579
Charizard Noctowl,ASC Standard 2025,Ogerpon Meganium,16,7,9,0,0.4375
Charizard Noctowl,ASC Standard 2025,Dragonite Eelektrik,14,9,5,0,0.6428571428571429
Charizard Noctowl,ASC Standard 2025,Iron Hands Magneton,11,9,2,0,0.8181818181818182
Gardevoir Jellicent,ASC Standard 2025,Dragapult Dusknoir,310,160,146,4,0.5161290322580645
Gardevoir Jellicent,ASC Standard 2025,N's Zoroark,131,44,84,3,0.33587786259541985
Gardevoir Jellicent,ASC Standard 2025,Grimmsnarl Froslass,125,39,80,6,0.312
Gardevoir Jellicent,ASC Standard 2025,Mega Absol Box,116,43,69,4,0.3706896551724138
Gardevoir Jellicent,ASC Standard 2025,Gholdengo Lunatone,99,49,50,0,0.494949494949495
Gardevoir Jellicent,ASC Standard 2025,Alakazam Dudunsparce,83,41,40,2,0.4939759036144578
Gardevoir Jellicent,ASC Standard 2025,Raging Bolt Ogerpon,78,46,28,4,0.5897435897435898
Gardevoir Jellicent,ASC Standard 2025,Gardevoir Jellicent,70,34,34,2,0.4857142857142857
Gardevoir Jellicent,ASC Standard 2025,Gardevoir,70,29,36,5,0.4142857142857143
Gardevoir Jellicent,ASC Standard 2025,Charizard Noctowl,68,29,35,4,0.4264705882352941
Gardevoir Jellicent,ASC Standard 2025,Kangaskhan Bouffalant,62,25,31,6,0.4032258064516129
Gardevoir Jellicent,ASC Standard 2025,Lucario Hariyama,57,43,14,0,0.7543859649122807
Gardevoir Jellicent,ASC Standard 2025,Charizard Pidgeot,56,23,32,1,0.4107142857142857
Gardevoir Jellicent,ASC Standard 2025,Dragapult Charizard,52,24,25,3,0.46153846153846156
Gardevoir Jellicent,ASC Standard 2025,Mega Venusaur,49,30,17,2,0.6122448979591837
Gardevoir Jellicent,ASC Standard 2025,Froslass Munkidori,49,29,20,0,0.5918367346938775
Gardevoir Jellicent,ASC Standard 2025,Festival Lead,45,28,16,1,0.6222222222222222
Gardevoir Jellicent,ASC Standard 2025,Greninja,38,27,10,1,0.7105263157894737
Gardevoir Jellicent,ASC Standard 2025,Rocket's Mewtwo,37,24,13,0,0.6486486486486487
Gardevoir Jellicent,ASC Standard 2025,Ceruledge,35,18,17,0,0.5142857142857142
Gardevoir Jellicent,ASC Standard 2025,Flareon Noctowl,33,20,12,1,0.6060606060606061
Gardevoir Jellicent,ASC Standard 2025,Joltik Box,33,14,19,0,0.42424242424242425
Gardevoir Jellicent,ASC Standard 2025,Tera Box,31,15,16,0,0.4838709677419355
Gardevoir Jellicent,ASC Standard 2025,Rocket's Honchkrow,29,16,11,2,0.5517241379310345
Gardevoir Jellicent,ASC Standard 2025,Cynthia's Garchomp,25,15,8,2,0.6
Gardevoir Jellicent,ASC Standard 2025,Crustle,23,19,2,2,0.8260869565217391
Gardevoir Jellicent,ASC Standard 2025,Ogerpon Meganium,15,7,7,1,0.4666666666666667
Gardevoir Jellicent,ASC Standard 2025,Dragonite Eelektrik,12,7,5,0,0.5833333333333334
Gardevoir Jellicent,ASC Standard 2025,Iron Hands Magneton,10,5,5,0,0.5
Lucario Hariyama,ASC Standard 2025,Dragapult Dusknoir,314,148,163,3,0.4713375796178344
Lucario Hariyama,ASC Standard 2025,N's Zoroark,168,89,79,0,0.5297619047619048
Lucario Hariyama,ASC Standard 2025,Grimmsnarl Froslass,138,68,69,1,0.4927536231884058
Lucario Hariyama,ASC Standard 2025,Gholdengo Lunatone,113,37,74,2,0.3274336283185841
Lucario Hariyama,ASC Standard 2025,Mega Absol Box,110,62,46,2,0.5636363636363636
Lucario Hariyama,ASC Standard 2025,Raging Bolt Ogerpon,92,46,46,0,0.5
Lucario Hariyama,ASC Standard 2025,Alakazam Dudunsparce,85,29,55,1,0.3411764705882353
Lucario Hariyama,ASC Standard 2025,Froslass Munkidori,75,40,34,1,0.5333333333333333
Lucario Hariyama,ASC Standard 2025,Lucario Hariyama,74,37,37,0,0.5
Lucario Hariyama,ASC Standard 2025,Gardevoir Jellicent,57,14,43,0,0.24561403508771928
Lucario Hariyama,ASC Standard 2025,Rocket's Mewtwo,56,18,38,0,0.32142857142857145
Lucario Hariyama,ASC Standard 2025,Gardevoir,56,9,47,0,0.16071428571428573
Lucario Hariyama,ASC Standard 2025,Rocket's Honchkrow,50,23,27,0,0.46
Lucario Hariyama,ASC Standard 2025,Charizard Noctowl,50,23,25,2,0.46
Lucario Hariyama,ASC Standard 2025,Charizard Pidgeot,49,23,25,1,0.46938775510204084
Lucario Hariyama,ASC Standard 2025,Kangaskhan Bouffalant,48,38,10,0,0.7916666666666666
Lucario Hariyama,ASC Standard 2025,Tera Box,47,7,37,3,0.14893617021276595
Lucario Hariyama,ASC Standard 2025,Festival Lead,46,18,27,1,0.391304347826087
Lucario Hariyama,ASC Standard 2025,Ceruledge,42,23,19,0,0.5476190476190477
Lucario Hariyama,ASC Standard 2025,Mega Venusaur,41,13,28,0,0.3170731707317073
Lucario Hariyama,ASC Standard 2025,Flareon Noctowl,37,15,21,1,0.40540540540540543
Lucario Hariyama,ASC Standard 2025,Dragapult Charizard,37,11,25,1,0.2972972972972973
Lucario Hariyama,ASC Standard 2025,Joltik Box,33,14,19,0,0.42424242424242425
Lucario Hariyama,ASC Standard 2025,Dragonite Eelektrik,30,17,13,0,0.5666666666666667
Lucario Hariyama,ASC Standard 2025,Cynthia's Garchomp,30,16,13,1,0.5333333333333333
Lucario Hariyama,ASC Standard 2025,Greninja,30,16,13,1,0.5333333333333333
Lucario Hariyama,ASC Standard 2025,Crustle,30,13,16,1,0.43333333333333335
Lucario Hariyama,ASC Standard 2025,Ogerpon Meganium,25,11,13,1,0.44
Lucario Hariyama,ASC Standard 2025,Iron Hands Magneton,9,4,5,0,0.4444444444444444
Gardevoir,ASC Standard 2025,Dragapult Dusknoir,372,209,154,9,0.5618279569892473
Gardevoir,ASC Standard 2025,N's Zoroark,163,75,79,9,0.4601226993865031
Gardevoir,ASC Standard 2025,Gholdengo Lunatone,158,78,70,10,0.4936708860759494
Gardevoir,ASC Standard 2025,Grimmsnarl Froslass,151,65,79,7,0.4304635761589404
Gardevoir,ASC Standard 2025,Mega Absol Box,133,58,70,5,0.43609022556390975
Gardevoir,ASC Standard 2025,Alakazam Dudunsparce,102,69,31,2,0.6764705882352942
Gardevoir,ASC Standard 2025,Raging Bolt Ogerpon,96,51,40,5,0.53125
Gardevoir,ASC Standard 2025,Gardevoir,90,41,41,8,0.45555555555555555
Gardevoir,ASC Standard 2025,Dragapult Charizard,83,40,40,3,0.4819277108433735
Gardevoir,ASC Standard 2025,Charizard Pidgeot,73,32,37,4,0.4383561643835616
Gardevoir,ASC Standard 2025,Charizard Noctowl,73,29,41,3,0.3972602739726027
Gardevoir,ASC Standard 2025,Froslass Munkidori,72,31,36,5,0.4305555555555556
Gardevoir,ASC Standard 2025,Gardevoir Jellicent,70,36,29,5,0.5142857142857142
Gardevoir,ASC Standard 2025,Kangaskhan Bouffalant,60,28,31,1,0.4666666666666667
Gardevoir,ASC Standard 2025,Festival Lead,58,34,23,1,0.5862068965517241
Gardevoir,ASC Standard 2025,Lucario Hariyama,56,47,9,0,0.8392857142857143
Gardevoir,ASC Standard 2025,Greninja,52,31,19,2,0.5961538461538461
Gardevoir,ASC Standard 2025,Rocket's Honchkrow,52,30,21,1,0.5769230769230769
Gardevoir,ASC Standard 2025,Tera Box,45,25,20,0,0.5555555555555556
Gardevoir,ASC Standard 2025,Ceruledge,43,23,18,2,0.5348837209302325
Gardevoir,ASC Standard 2025,Rocket's Mewtwo,40,31,6,3,0.775
Gardevoir,ASC Standard 2025,Joltik Box,40,17,21,2,0.425
Gardevoir,ASC Standard 2025,Mega Venusaur,37,20,16,1,0.5405405405405406
Gardevoir,ASC Standard 2025,Flareon Noctowl,31,20,10,1,0.6451612903225806
Gardevoir,ASC Standard 2025,Crustle,28,23,5,0,0.8214285714285714
Gardevoir,ASC Standard 2025,Cynthia's Garchomp,20,12,5,3,0.6
Gardevoir,ASC Standard 2025,Dragonite Eelektrik,15,11,4,0,0.7333333333333333
Gardevoir,ASC Standard 2025,Ogerpon Meganium,12,9,3,0,0.75
Gardevoir,ASC Standard 2025,Iron Hands Magneton,7,3,4,0,0.42857142857142855
Froslass Munkidori,ASC Standard 2025,Dragapult Dusknoir,315,153,157,5,0.4857142857142857
Froslass Munkidori,ASC Standard 2025,N's Zoroark,170,97,72,1,0.5705882352941176
Froslass Munkidori,ASC Standard 2025,Grimmsnarl Froslass,155,59,95,1,0.38064516129032255
Froslass Munkidori,ASC Standard 2025,Mega Absol Box,136,51,81,4,0.375
Froslass Munkidori,ASC Standard 2025,Gholdengo Lunatone,125,58,62,5,0.464
Froslass Munkidori,ASC Standard 2025,Alakazam Dudunsparce,107,55,50,2,0.514018691588785
